-30,1.859303e-02
-25,1.914234e-02
-20,1.969878e-02
-15,2.026226e-02
-10,2.083272e-02
-5,2.141010e-02
0,2.199432e-02
5,2.258532e-02
10,2.318303e-02
15,2.378738e-02
20,2.439830e-02
25,2.501572e-02
30,2.563958e-02
35,2.626981e-02
40,2.690633e-02
45,2.754908e-02
50,2.819800e-02
55,2.885301e-02
60,2.951405e-02
65,3.018105e-02
70,3.085395e-02
75,3.153269e-02
80,3.221720e-02
85,3.290742e-02
90,3.360331e-02
95,3.430480e-02
100,3.501185e-02
105,3.572441e-02
110,3.644244e-02
115,3.716592e-02
120,3.789480e-02
