0,1.109520e-08
1,3.302241e-03
2,6.810342e-03
3,1.054393e-02
4,1.452517e-02
5,1.877915e-02
6,2.333446e-02
7,2.822370e-02
8,3.348431e-02
9,3.915936e-02
10,4.529875e-02
11,5.196047e-02
12,5.921231e-02
13,6.713398e-02
14,7.581965e-02
15,8.538136e-02
16,9.595316e-02
17,1.076965e-01
18,1.208074e-01
19,1.355249e-01
20,1.521433e-01
21,1.710271e-01
22,1.926308e-01
23,2.175251e-01
24,2.464313e-01
25,2.802685e-01
26,3.202244e-01
27,3.678831e-01
28,4.254966e-01
29,4.962019e-01
30,5.822514e-01
31,6.805384e-01
32,7.673752e-01
33,7.871248e-01
34,8.060130e-01
35,8.242077e-01
36,8.419132e-01
37,8.593349e-01
38,8.766663e-01
39,8.940876e-01
40,9.117703e-01
41,9.298841e-01
42,9.486042e-01
43,9.681175e-01
44,9.886290e-01
45,1.010366e+00
46,1.033585e+00
47,1.058571e+00
48,1.085637e+00
49,1.115110e+00
50,1.147308e+00
51,1.182507e+00
52,1.220916e+00
53,1.262657e+00
54,1.307743e+00
55,1.356052e+00
56,1.407299e+00
57,1.461039e+00
58,1.516692e+00
59,1.573589e+00
60,1.631031e+00
61,1.688335e+00
