0,1.844157e-08
1,4.094963e-03
2,8.434946e-03
3,1.304221e-02
4,1.794171e-02
5,2.316153e-02
6,2.873339e-02
7,3.469322e-02
8,4.108186e-02
9,4.794591e-02
10,5.533874e-02
11,6.332170e-02
12,7.196563e-02
13,8.135264e-02
14,9.157833e-02
15,1.027545e-01
16,1.150125e-01
17,1.285073e-01
18,1.434226e-01
19,1.599771e-01
20,1.784325e-01
21,1.991026e-01
22,2.223656e-01
23,2.486783e-01
24,2.785950e-01
25,3.127903e-01
26,3.520936e-01
27,3.975453e-01
28,4.505147e-01
29,5.130057e-01
30,5.885459e-01
31,6.842992e-01
32,8.023118e-01
33,8.358232e-01
34,8.655849e-01
35,8.918722e-01
36,9.156161e-01
37,9.376760e-01
38,9.587036e-01
39,9.791815e-01
40,9.994792e-01
41,1.019894e+00
42,1.040681e+00
43,1.062069e+00
44,1.084272e+00
45,1.107493e+00
46,1.131926e+00
47,1.157755e+00
48,1.185149e+00
49,1.214264e+00
50,1.245237e+00
51,1.278187e+00
52,1.313200e+00
53,1.350321e+00
54,1.389536e+00
55,1.430762e+00
56,1.473835e+00
57,1.518514e+00
58,1.564484e+00
59,1.611372e+00
60,1.658774e+00
61,1.706273e+00
