-30,2.802685e-01
-25,2.870896e-01
-20,2.939402e-01
-15,3.008193e-01
-10,3.077259e-01
-5,3.146588e-01
0,3.216173e-01
5,3.286003e-01
10,3.356071e-01
15,3.426368e-01
20,3.496885e-01
25,3.567616e-01
30,3.638551e-01
35,3.709683e-01
40,3.781005e-01
45,3.852506e-01
50,3.924179e-01
55,3.996012e-01
60,4.067994e-01
65,4.140112e-01
70,4.212350e-01
75,4.284691e-01
80,4.357113e-01
85,4.429591e-01
90,4.502098e-01
95,4.574598e-01
100,4.647052e-01
105,4.719416e-01
110,4.791638e-01
115,4.863661e-01
120,4.935421e-01
