0,2.807540e-08
1,4.502633e-03
2,9.288879e-03
3,1.438596e-02
4,1.982459e-02
5,2.563958e-02
6,3.187053e-02
7,3.856262e-02
8,4.576768e-02
9,5.354533e-02
10,6.196451e-02
11,7.110524e-02
12,8.106091e-02
13,9.194097e-02
14,1.038744e-01
15,1.170138e-01
16,1.315412e-01
17,1.476739e-01
18,1.656738e-01
19,1.858573e-01
20,2.086094e-01
21,2.344005e-01
22,2.638105e-01
23,2.975626e-01
24,3.365820e-01
25,3.821068e-01
26,4.358211e-01
27,4.989607e-01
28,5.669122e-01
29,6.274656e-01
30,6.756179e-01
31,7.144386e-01
32,7.472019e-01
33,7.585521e-01
34,7.702926e-01
35,7.824885e-01
36,7.952137e-01
37,8.085523e-01
38,8.226016e-01
39,8.374741e-01
40,8.533018e-01
41,8.702404e-01
42,8.884746e-01
43,9.082245e-01
44,9.297525e-01
45,9.533681e-01
46,9.794274e-01
47,1.008316e+00
48,1.040406e+00
49,1.075976e+00
50,1.115138e+00
51,1.157819e+00
52,1.203811e+00
53,1.252825e+00
54,1.304492e+00
55,1.358357e+00
56,1.413885e+00
57,1.470482e+00
58,1.527536e+00
59,1.584449e+00
60,1.640662e+00
61,1.695652e+00
