-30,2.956228e-01
-25,3.026758e-01
-20,3.097607e-01
-15,3.168765e-01
-10,3.240219e-01
-5,3.311958e-01
0,3.383971e-01
5,3.456246e-01
10,3.528770e-01
15,3.601531e-01
20,3.674512e-01
25,3.747698e-01
30,3.821068e-01
35,3.894598e-01
40,3.968259e-01
45,4.042017e-01
50,4.115831e-01
55,4.189651e-01
60,4.263417e-01
65,4.337063e-01
70,4.410508e-01
75,4.483664e-01
80,4.556433e-01
85,4.628708e-01
90,4.700377e-01
95,4.771323e-01
100,4.841429e-01
105,4.910583e-01
110,4.978678e-01
115,5.045619e-01
120,5.111322e-01
