0,1.575258e-08
1,3.375473e-03
2,6.955861e-03
3,1.076014e-02
4,1.480966e-02
5,1.912850e-02
6,2.374396e-02
7,2.868707e-02
8,3.399324e-02
9,3.970306e-02
10,4.586324e-02
11,5.252778e-02
12,5.975937e-02
13,6.763120e-02
14,7.622913e-02
15,8.565439e-02
16,9.602709e-02
17,1.074905e-01
18,1.202164e-01
19,1.344125e-01
20,1.503309e-01
21,1.682796e-01
22,1.886375e-01
23,2.118729e-01
24,2.385681e-01
25,2.694510e-01
26,3.054392e-01
27,3.477059e-01
28,3.978018e-01
29,4.579479e-01
30,5.319493e-01
31,6.288568e-01
32,7.884476e-01
33,8.377473e-01
34,8.734461e-01
35,9.007878e-01
36,9.237710e-01
37,9.443537e-01
38,9.635825e-01
39,9.820899e-01
40,1.000303e+00
41,1.018541e+00
42,1.037065e+00
43,1.056108e+00
44,1.075889e+00
45,1.096628e+00
46,1.118550e+00
47,1.141891e+00
48,1.166888e+00
49,1.193777e+00
50,1.222776e+00
51,1.254083e+00
52,1.287863e+00
53,1.324245e+00
54,1.363301e+00
55,1.405023e+00
56,1.449302e+00
57,1.495911e+00
58,1.544508e+00
59,1.594646e+00
60,1.645810e+00
61,1.697448e+00
