-30,1.912850e-02
-25,1.977544e-02
-20,2.043255e-02
-15,2.109976e-02
-10,2.177703e-02
-5,2.246431e-02
0,2.316153e-02
5,2.386865e-02
10,2.458560e-02
15,2.531234e-02
20,2.604881e-02
25,2.679496e-02
30,2.755072e-02
35,2.831604e-02
40,2.909087e-02
45,2.987515e-02
50,3.066881e-02
55,3.147182e-02
60,3.228410e-02
65,3.310560e-02
70,3.393626e-02
75,3.477603e-02
80,3.562485e-02
85,3.648265e-02
90,3.734939e-02
95,3.822500e-02
100,3.910943e-02
105,4.000262e-02
110,4.090450e-02
115,4.181503e-02
120,4.273415e-02
