-30,2.694510e-01
-25,2.765909e-01
-20,2.837659e-01
-15,2.909747e-01
-10,2.982158e-01
-5,3.054881e-01
0,3.127903e-01
5,3.201213e-01
10,3.274802e-01
15,3.348657e-01
20,3.422769e-01
25,3.497130e-01
30,3.571729e-01
35,3.646559e-01
40,3.721611e-01
45,3.796876e-01
50,3.872348e-01
55,3.948017e-01
60,4.023877e-01
65,4.099920e-01
70,4.176137e-01
75,4.252520e-01
80,4.329061e-01
85,4.405748e-01
90,4.482572e-01
95,4.559519e-01
100,4.636577e-01
105,4.713728e-01
110,4.790954e-01
115,4.868234e-01
120,4.945541e-01
