-30,1.877915e-02
-25,1.935480e-02
-20,1.993828e-02
-15,2.052952e-02
-10,2.112848e-02
-5,2.173510e-02
0,2.234931e-02
5,2.297108e-02
10,2.360034e-02
15,2.423704e-02
20,2.488112e-02
25,2.553253e-02
30,2.619121e-02
35,2.685712e-02
40,2.753019e-02
45,2.821037e-02
50,2.889761e-02
55,2.959185e-02
60,3.029305e-02
65,3.100114e-02
70,3.171608e-02
75,3.243781e-02
80,3.316628e-02
85,3.390143e-02
90,3.464322e-02
95,3.539159e-02
100,3.614650e-02
105,3.690789e-02
110,3.767571e-02
115,3.844992e-02
120,3.923047e-02
