0,2.071457e-08
1,5.350408e-03
2,1.102365e-02
3,1.704915e-02
4,2.345991e-02
5,3.029305e-02
6,3.759047e-02
7,4.539959e-02
8,5.377426e-02
9,6.277586e-02
10,7.247454e-02
11,8.295080e-02
12,9.429733e-02
13,1.066212e-01
14,1.200466e-01
15,1.347180e-01
16,1.508041e-01
17,1.685024e-01
18,1.880448e-01
19,2.097043e-01
20,2.338024e-01
21,2.607184e-01
22,2.908996e-01
23,3.248732e-01
24,3.632613e-01
25,4.067994e-01
26,4.563581e-01
27,5.128922e-01
28,5.766616e-01
29,6.436254e-01
30,7.041913e-01
31,7.538265e-01
32,7.946063e-01
33,8.092720e-01
34,8.242344e-01
35,8.395812e-01
36,8.554094e-01
37,8.718270e-01
38,8.889539e-01
39,9.069245e-01
40,9.258880e-01
41,9.460097e-01
42,9.674680e-01
43,9.904490e-01
44,1.015135e+00
45,1.041687e+00
46,1.070232e+00
47,1.100851e+00
48,1.133586e+00
49,1.168450e+00
50,1.205437e+00
51,1.244515e+00
52,1.285612e+00
53,1.328605e+00
54,1.373309e+00
55,1.419474e+00
56,1.466790e+00
57,1.514906e+00
58,1.563445e+00
59,1.612028e+00
60,1.660291e+00
61,1.707897e+00
