0,1.497432e-08
1,4.619214e-03
2,9.520191e-03
3,1.472902e-02
4,2.027500e-02
5,2.619121e-02
6,3.251506e-02
7,3.928903e-02
8,4.656154e-02
9,5.438794e-02
10,6.283182e-02
11,7.196644e-02
12,8.187663e-02
13,9.266094e-02
14,1.044345e-01
15,1.173321e-01
16,1.315126e-01
17,1.471639e-01
18,1.645089e-01
19,1.838134e-01
20,2.053950e-01
21,2.296347e-01
22,2.569901e-01
23,2.880118e-01
24,3.233644e-01
25,3.638551e-01
26,4.104834e-01
27,4.645363e-01
28,5.276134e-01
29,5.999305e-01
30,6.737439e-01
31,7.361634e-01
32,7.851408e-01
33,8.005301e-01
34,8.160378e-01
35,8.317640e-01
36,8.478182e-01
37,8.643192e-01
38,8.813960e-01
39,8.991886e-01
40,9.178482e-01
41,9.375371e-01
42,9.584257e-01
43,9.806875e-01
44,1.004491e+00
45,1.029995e+00
46,1.057339e+00
47,1.086650e+00
48,1.118043e+00
49,1.151625e+00
50,1.187486e+00
51,1.225686e+00
52,1.266238e+00
53,1.309089e+00
54,1.354100e+00
55,1.401047e+00
56,1.449618e+00
57,1.499429e+00
58,1.550048e+00
59,1.601022e+00
60,1.651904e+00
61,1.702273e+00
